uid, start, end, summary, description, location
CSVConverte553ca52791900a5eedf0b9e6bb68a48,"31 July 2012 03:30:00 AM -0500","31 July 2012 06:40:00 AM -0500","Rowing: MEN - Fours: repechage. Lightweight Fours: semi-finals. Single Sculls: quarter-finals. Double Sculls: semi-finals. Lightweight DoubleSculls: repechages. WOMEN - Eights: repechage. Single Sculls: quarter-finals .Double Sculls: repechage. Lightweight Double Sculls: repechages","","Eton Dorney, Buckinghamshire"
CSVConvert98c32ee6d2574e92903badbbffffef32,"31 July 2012 08:00:00 AM -0500","31 July 2012 10:30:00 AM -0500","Judo: MEN -81kg: repechages, semi-final contests, bronze medal contests, gold medal contest, victory ceremony. WOMEN -63kg: repechages, semi-final contests, bronze medal contests, gold medal contest, victory ceremony","","ExCel, Docklands, London"
CSVConvert4dc2ff21611dde2874e9058b32ed6b36,"31 July 2012 03:30:00 AM -0500","31 July 2012 04:30:00 AM -0500","Judo: MEN -81kg: elimination rounds, quarter-finals. WOMEN -63kg:elimination rounds, quarter-finals","","ExCel, Docklands, London"
CSVConvert91c1a350f3fd602966b29a5f2cd91f30,"30 July 2012 08:00:00 AM -0500","30 July 2012 10:30:00 AM -0500","Judo: MEN -73kg: repechages, semi-final contests, bronze medal contests, gold medal contest, victory ceremony. WOMEN -57kg: repechages, semi-final contests, bronze medal contests, gold medal contest, victory ceremony","","ExCel, Docklands, London"
CSVConvert677044b2553faa3aad41424ee80fe191,"30 July 2012 03:30:00 AM -0500","30 July 2012 04:30:00 AM -0500","Judo: MEN -73kg: elimination rounds, quarter-finals. WOMEN -57kg:elimination rounds, quarter-finals","","ExCel, Docklands, London"
CSVConvertf405af8abc79c4c06f1d105bf1287776,"29 July 2012 08:00:00 AM -0500","29 July 2012 10:30:00 AM -0500","Judo: MEN -66kg: repechages, semi-final contests, bronze medal contests, gold medal contest, victory ceremony. WOMEN -52kg: repechages, semi-final contests, bronze medal contests, gold medal contest, victory ceremony","","ExCel, Docklands, London"
CSVConvertf90ed7d17b572b6c769aaf90ba616cf0,"29 July 2012 07:45:00 AM -0500","29 July 2012 11:30:00 AM -0500","Hockey: WOMEN - Preliminaries (2 matches)","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvertee900a9f4c4cdd8b8fc567a3d7e89e7c,"29 July 2012 01:00:00 PM -0500","29 July 2012 04:45:00 PM -0500","Hockey: WOMEN - Preliminaries (2 matches)","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvert6e29b8495d2e094a9e0870028a0e0a5e,"31 July 2012 07:45:00 AM -0500","31 July 2012 11:30:00 AM -0500","Hockey: WOMEN - Preliminaries (2 matches)","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvert6c1b3492c8bc49930d2369150814e3d3,"31 July 2012 02:30:00 AM -0500","31 July 2012 06:15:00 AM -0500","Hockey: WOMEN - Preliminaries (2 matches)","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvert226629ab3b2ea32c43205ecb9452b1bb,"31 July 2012 01:00:00 PM -0500","31 July 2012 04:45:00 PM -0500","Hockey: WOMEN - Preliminaries (2 matches)","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvertdca7f957bd3da706159e947629ca6ecc,"30 July 2012 07:45:00 AM -0500","30 July 2012 11:30:00 AM -0500","Hockey: MEN - Preliminaries (2 matches)","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvertd3916d20626a4927720db4e9a8e37a53,"30 July 2012 01:00:00 PM -0500","30 July 2012 04:45:00 PM -0500","Hockey: MEN - Preliminaries (2 matches)","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvertb81ae091e365ba170d30fa602ebe2981,"30 July 2012 02:30:00 AM -0500","30 July 2012 06:15:00 AM -0500","Hockey: MEN - Preliminaries (2 matches)","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvertd8dffa61cc46daecbf881c4da6ec06ea,"30 July 2012 08:30:00 AM -0500","30 July 2012 11:45:00 AM -0500","Handball: Women's preliminaries (2 matches)","","Handball Arena, Olympic Park, Stratford, London"
CSVConvert6501d8935ff3d113ab5f066d3d70e15b,"30 July 2012 01:30:00 PM -0500","30 July 2012 04:45:00 PM -0500","Handball: Women's preliminaries (2 matches)","","Handball Arena, Olympic Park, Stratford, London"
CSVConvert396a18da87a7f44ab3f1ee1102cf0659,"30 July 2012 03:30:00 AM -0500","30 July 2012 06:45:00 AM -0500","Handball: Women's preliminaries (2 matches)","","Handball Arena, Olympic Park, Stratford, London"
CSVConvertcb13436c35028c3bd83e871e8bdfdea7,"31 July 2012 08:30:00 AM -0500","31 July 2012 11:45:00 AM -0500","Handball: Men's preliminaries (2 matches)","","Handball Arena, Olympic Park, Stratford, London"
CSVConvertbffc1f430c7ef5e10fdece464812a259,"31 July 2012 03:30:00 AM -0500","31 July 2012 06:45:00 AM -0500","Handball: Men's preliminaries (2 matches)","","Handball Arena, Olympic Park, Stratford, London"
CSVConvert7c44a39275c1de070b1ead6531a94bfd,"29 July 2012 01:30:00 PM -0500","29 July 2012 04:45:00 PM -0500","Handball: Men's preliminaries (2 matches)","","Handball Arena, Olympic Park, Stratford, London"
CSVConvert51a3f7cdb1f1b080657b8d77473f54e1,"29 July 2012 08:30:00 AM -0500","29 July 2012 11:45:00 AM -0500","Handball: Men's preliminaries (2 matches)","","Handball Arena, Olympic Park, Stratford, London"
CSVConvert4ba580594e73b18ed5b8e61bb0d34fbb,"31 July 2012 01:30:00 PM -0500","31 July 2012 04:45:00 PM -0500","Handball: Men's preliminaries (2 matches)","","Handball Arena, Olympic Park, Stratford, London"
CSVConvertb22c8d1ecee72372a863668d84450f03,"31 July 2012 10:30:00 AM -0500","31 July 2012 12:40:00 PM -0500","Gymnastics (Artistic): WOMEN - Team: final, victory ceremony","","North Greenwich Arena, London"
CSVConvertfeade3488a0b41db1fceda6048737570,"29 July 2012 02:00:00 PM -0500","29 July 2012 03:30:00 PM -0500","Gymnastics (Artistic): WOMEN - Qualification","","North Greenwich Arena, London"
CSVConvertc2bacec68e0c92935edd7229812b4e26,"29 July 2012 08:45:00 AM -0500","29 July 2012 12:00:00 PM -0500","Gymnastics (Artistic): WOMEN - Qualification","","North Greenwich Arena, London"
CSVConvert4f0dbe94a93ae1f0ae73d601b34d1477,"30 July 2012 10:30:00 AM -0500","30 July 2012 01:30:00 PM -0500","Gymnastics (Artistic): MEN - Team: final, victory ceremony","","North Greenwich Arena, London"
CSVConvertf1415dd470b12066f580048f936b89df,"31 July 2012 08:30:00 AM -0500","31 July 2012 01:15:00 PM -0500","Football: WOMEN -  Preliminaries  (2 matches)","","St James' Park, Newcastle"
CSVConvert4f1dd9e3bcecfc450b6ded3ad2978b4d,"31 July 2012 11:15:00 AM -0500","31 July 2012 01:15:00 PM -0500","Football: WOMEN -  Preliminaries  (1 match)","","Old Trafford, Manchester"
CSVConvertf5d08ce73f37da8c446e0683a60ea090,"31 July 2012 01:45:00 PM -0500","31 July 2012 03:45:00 PM -0500","Football: WOMEN -  Preliminaries  (1 match)","","Wembley Stadium, London"
CSVConvert79ea0dfb55846a66f36374e0b460e2f7,"31 July 2012 01:45:00 PM -0500","31 July 2012 03:45:00 PM -0500","Football: WOMEN -  Preliminaries  (1 match)","","City of Coventry Stadium, Coventry"
CSVConvert7925714c1c9a6048f539a3ff77d97267,"31 July 2012 08:30:00 AM -0500","31 July 2012 10:30:00 AM -0500","Football: WOMEN -  Preliminaries  (1 match)","","Millennium Stadium, Cardiff"
CSVConvert8bea7ad66d4599a83652efa291dea9b6,"29 July 2012 08:30:00 AM -0500","29 July 2012 01:15:00 PM -0500","Football: MEN - Preliminaries  (2 matches)","","City of Coventry Stadium, Coventry"
CSVConvertc32f511953ed0a79296c52a553abccd8,"29 July 2012 06:00:00 AM -0500","29 July 2012 10:45:00 AM -0500","Football: MEN - Preliminaries  (2 matches)","","Old Trafford, Manchester"
CSVConvert8a0443e1556d0b81a9ae714512fe9346,"29 July 2012 11:00:00 AM -0500","29 July 2012 03:45:00 PM -0500","Football: MEN - Preliminaries  (2 matches)","","Wembley Stadium, London"
CSVConvertd63ae2a0c533374aac7471fa1b71c607,"29 July 2012 11:00:00 AM -0500","29 July 2012 03:45:00 PM -0500","Football: MEN -  Preliminaries  (2 matches)","","St James' Park, Newcastle"
CSVConvert7c0af7c608e6d80ef056e1268cda5016,"30 July 2012 12:00:00 PM -0500","30 July 2012 02:30:00 PM -0500","Fencing: WOMEN - Individual Epee: semi-finals, bronze medal match, gold medal match, victory ceremony","","ExCel, Docklands, London"
CSVConvert3b560ae749a8ffe144a7819b2ae82ebc,"30 July 2012 04:30:00 AM -0500","30 July 2012 09:30:00 AM -0500","Fencing: WOMEN - Individual Epee: round of 64, round of 32, round of 16, quarter-finals","","ExCel, Docklands, London"
CSVConvert1f1409927dbdf1e50ec623a660a2ac73,"29 July 2012 12:00:00 PM -0500","29 July 2012 01:50:00 PM -0500","Fencing: MEN - Individual Sabre: semi-finals, bronze medal match, gold medal match, victory ceremony","","ExCel, Docklands, London"
CSVConvert4c56edfabe9b4d7651a05628c555b936,"31 July 2012 12:00:00 PM -0500","31 July 2012 02:30:00 PM -0500","Fencing: MEN - Individual Foil: semi-finals, bronze medal match,gold medal match, victory ceremony","","ExCel, Docklands, London"
CSVConvert007b2bb3ea3a5946d2100ed0ba0918e0,"31 July 2012 04:30:00 AM -0500","31 July 2012 09:30:00 AM -0500","Fencing: MEN - Individual Foil: round of 64, round of 32, round of 16, quarter-finals","","ExCel, Docklands, London"
CSVConvert1df17ec1b30fbfd4047b245dac1aac5b,"31 July 2012 04:30:00 AM -0500","31 July 2012 10:00:00 AM -0500","Equestrian - Eventing: MEN+WOMEN - Individual Eventing: jumping, victory ceremony. Team Eventing: jumping, victory ceremony","","Greenwich, London"
CSVConvert7e8bcd4f386f507c493c5a0b00ffc97b,"30 July 2012 06:30:00 AM -0500","30 July 2012 11:30:00 AM -0500","Equestrian - Eventing: MEN+WOMEN - Individual & Team Eventing: cross-country","","Greenwich, London"
CSVConvert5d0eb352b8c14c0b59bb2963644df5b8,"29 July 2012 09:00:00 AM -0500","29 July 2012 10:10:00 AM -0500","Diving: WOMEN - Synchronised 3m Springboard: final, victory ceremony","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvert8b670de9a4a1ed2c361077c66f1ae4dc,"31 July 2012 09:00:00 AM -0500","31 July 2012 10:10:00 AM -0500","Diving: WOMEN - Synchronised 10m Platform: final, victory ceremony","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvertf8ceef0d8b5c48a71dcd91b0d594497c,"30 July 2012 09:00:00 AM -0500","30 July 2012 10:15:00 AM -0500","Diving: MEN - Synchronised 10m Platform: final, victory ceremony","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConverte4755b9961d377d1c2f899e706c78fdf,"29 July 2012 06:00:00 AM -0500","29 July 2012 10:15:00 AM -0500","Cycling - Road:  WOMEN -Road Race, victory ceremony","","The Mall, London"
CSVConvertf0094c765ff91cd0df8929dfc7d2874a,"31 July 2012 07:30:00 AM -0500","31 July 2012 09:50:00 AM -0500","Canoe Slalom: MEN - Canoe Single (C1): semi-final, final, victory ceremony","","Lee Valley White Water Centre, Hertfordshire"
CSVConvert0add12c160dd82349f36b4a24744529c,"29 July 2012 07:30:00 AM -0500","29 July 2012 11:40:00 AM -0500","Canoe Slalom: MEN - Canoe Single (C1): heats.  Kayak (K1): heats","","Lee Valley White Water Centre, Hertfordshire"
CSVConvertefdc0bd6d6c3b3b791830d83878e9cf3,"30 July 2012 07:30:00 AM -0500","30 July 2012 11:30:00 AM -0500","Canoe Slalom: MEN - Canoe Double (C2): heats. WOMEN - Kayak (K1): heats","","Lee Valley White Water Centre, Hertfordshire"
CSVConverted8cd6781033a1597ca7b3ef0c3b219c,"29 July 2012 07:30:00 AM -0500","29 July 2012 10:30:00 AM -0500","Boxing: MEN - Light Weight (60kg): round of 32. Welter Weight (69kg): round of 32","","ExCel, Docklands, London"
CSVConverteb68bd40ab89736601642195b5749ee5,"29 July 2012 02:30:00 PM -0500","29 July 2012 05:30:00 PM -0500","Boxing: MEN - Light Weight (60kg): round of 32. Welter Weight (69kg): round of 32","","ExCel, Docklands, London"
CSVConvert96c00cb280508c77417f145d73cec97f,"31 July 2012 07:30:00 AM -0500","31 July 2012 10:15:00 AM -0500","Boxing: MEN - Light Fly Weight (49kg): round of 32. Light Welter Weight (64kg): round of 32","","ExCel, Docklands, London"
CSVConvert3c2b1324f25706987c8f8cca6cabc24a,"30 July 2012 02:30:00 PM -0500","30 July 2012 05:00:00 PM -0500","Boxing: MEN - Fly Weight (52kg): round of 32. Light Heavy Weight (81kg): round of 32","","ExCel, Docklands, London"
CSVConvert16446e9a9fa5b47ce740b7695172d3bd,"30 July 2012 07:30:00 AM -0500","30 July 2012 10:00:00 AM -0500","Boxing: MEN - Fly Weight (52kg): round of 32. Light Heavy Weight (81kg): round of 32","","ExCel, Docklands, London"
CSVConvertfff9d9ae7dc33b056958a994697fd447,"30 July 2012 02:00:00 PM -0500","30 July 2012 05:50:00 PM -0500","Beach Volleyball: MEN+WOMEN - Preliminaries (4 matches)","","Horse Guards Parade, London"
CSVConvertfe4fc5c6fd757be8a193ff7777315849,"31 July 2012 03:00:00 AM -0500","31 July 2012 06:50:00 AM -0500","Beach Volleyball: MEN+WOMEN - Preliminaries (4 matches)","","Horse Guards Parade, London"
CSVConvert9ced644f681dda7ab66dbc9bdbfe6929,"30 July 2012 03:00:00 AM -0500","30 July 2012 06:50:00 AM -0500","Beach Volleyball: MEN+WOMEN - Preliminaries (4 matches)","","Horse Guards Parade, London"
CSVConvert8c0ad6e5dd07b4e1c4d45bedb5b43eb6,"30 July 2012 08:30:00 AM -0500","30 July 2012 12:20:00 PM -0500","Beach Volleyball: MEN+WOMEN - Preliminaries (4 matches)","","Horse Guards Parade, London"
CSVConvert65a7070874c2708d40d9b1998cc185d3,"29 July 2012 02:00:00 PM -0500","29 July 2012 05:50:00 PM -0500","Beach Volleyball: MEN+WOMEN - Preliminaries (4 matches)","","Horse Guards Parade, London"
CSVConvert63b574ad8430373128b25cb386ec91b5,"29 July 2012 08:30:00 AM -0500","29 July 2012 12:20:00 PM -0500","Beach Volleyball: MEN+WOMEN - Preliminaries (4 matches)","","Horse Guards Parade, London"
CSVConvert36d6d74462082d75d69b534dcc1ef8a8,"31 July 2012 08:30:00 AM -0500","31 July 2012 12:20:00 PM -0500","Beach Volleyball: MEN+WOMEN - Preliminaries (4 matches)","","Horse Guards Parade, London"
CSVConvertbb373cd5a3072e8ace83c7b79a98ba1f,"30 July 2012 08:30:00 AM -0500","30 July 2012 12:30:00 PM -0500","Basketball: WOMEN - Preliminaries (2 games)","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvert8a05825a26ae4e8c269d199fa9065663,"30 July 2012 02:00:00 PM -0500","30 July 2012 03:00:00 PM -0500","Basketball: WOMEN - Preliminaries (2 games)","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvert2d5ddca86a0462ec2e0f83677618c661,"30 July 2012 03:00:00 AM -0500","30 July 2012 07:00:00 AM -0500","Basketball: WOMEN - Preliminaries (2 games)","","Basketball Arena, Olympic Park, Stratford, London"
CSVConverte605357c05fe5815f1d813024d1121b1,"29 July 2012 02:00:00 PM -0500","29 July 2012 03:00:00 PM -0500","Basketball: MEN - Preliminaries (2 games)","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvert1bc829f91c686d1a0d08bdec2b11efe7,"29 July 2012 08:30:00 AM -0500","29 July 2012 12:30:00 PM -0500","Basketball: MEN - Preliminaries (2 games)","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvert9015c88a2317c6de72c9264879a19448,"31 July 2012 08:30:00 AM -0500","31 July 2012 12:30:00 PM -0500","Basketball: MEN - Preliminaries (2 games)","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvert6f9c4b372110a42a7a00865868540a4c,"31 July 2012 02:00:00 PM -0500","31 July 2012 03:00:00 PM -0500","Basketball: MEN - Preliminaries (2 games)","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvert2e9a4357aa9e9098e8cc6eae20c2824e,"31 July 2012 03:00:00 AM -0500","31 July 2012 07:00:00 AM -0500","Basketball: MEN - Preliminaries (2 games)","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvertfe96d81e145e938ddf1417420472bf3a,"31 July 2012 06:30:00 AM -0500","31 July 2012 11:00:00 AM -0500","Badminton: MEN+WOMEN - Singles, Doubles: preliminaries. Mixed Doubles: preliminaries","","Wembley Arena, London"
CSVConvertf421521b26a8e571755982c4fcf44560,"30 July 2012 02:30:00 AM -0500","30 July 2012 03:30:00 AM -0500","Badminton: MEN+WOMEN - Singles, Doubles: preliminaries. Mixed Doubles: preliminaries","","Wembley Arena, London"
CSVConvertee68b189b7816fbbd2ffe7cd3a041639,"30 July 2012 06:30:00 AM -0500","30 July 2012 11:00:00 AM -0500","Badminton: MEN+WOMEN - Singles, Doubles: preliminaries. Mixed Doubles: preliminaries","","Wembley Arena, London"
CSVConverte4a1510937d0fca8c0e0da1e1ea765a6,"31 July 2012 12:30:00 PM -0500","31 July 2012 05:00:00 PM -0500","Badminton: MEN+WOMEN - Singles, Doubles: preliminaries. Mixed Doubles: preliminaries","","Wembley Arena, London"
CSVConvertce6d3f2a8747332007b075856d0bea8a,"30 July 2012 12:30:00 PM -0500","30 July 2012 05:00:00 PM -0500","Badminton: MEN+WOMEN - Singles, Doubles: preliminaries. Mixed Doubles: preliminaries","","Wembley Arena, London"
CSVConvertc09615df830fbec75a7be0b73e54b74f,"29 July 2012 12:30:00 PM -0500","29 July 2012 05:00:00 PM -0500","Badminton: MEN+WOMEN - Singles, Doubles: preliminaries. Mixed Doubles: preliminaries","","Wembley Arena, London"
CSVConvert922478f34aeeeb858a1844e8ecb7fd70,"31 July 2012 02:30:00 AM -0500","31 July 2012 03:30:00 AM -0500","Badminton: MEN+WOMEN - Singles, Doubles: preliminaries. Mixed Doubles: preliminaries","","Wembley Arena, London"
CSVConvert68eebe0236845c34996c026b83c76a44,"29 July 2012 06:30:00 AM -0500","29 July 2012 11:00:00 AM -0500","Badminton: MEN+WOMEN - Singles, Doubles: preliminaries. Mixed Doubles: preliminaries","","Wembley Arena, London"
CSVConvert84444824098571f79e325586de120227,"29 July 2012 09:00:00 AM -0500","29 July 2012 01:00:00 PM -0500","Archery: WOMEN - Team: quarter-finals, semi-finals, bronze medalmatch, gold medal match, victory ceremony","","Lord's Cricket Ground, London"
CSVConvertf5bbc6392a0360543a315e923fcad268,"30 July 2012 03:00:00 AM -0500","30 July 2012 07:00:00 AM -0500","Archery: MEN+WOMEN - Individual: 1/32 & 1/16 eliminations Individual: 1/32 & 1/16 eliminations","","Lord's Cricket Ground, London"
CSVConvertdb19c917851b4e2b0c732cde5b7594a3,"30 July 2012 09:00:00 AM -0500","30 July 2012 11:40:00 AM -0500","Archery: MEN+WOMEN - Individual: 1/32 & 1/16 eliminations Individual: 1/32 & 1/16 eliminations","","Lord's Cricket Ground, London"
CSVConvert6c3e4c282c9ec64b0405af2ddd1b2e14,"31 July 2012 03:00:00 AM -0500","31 July 2012 07:00:00 AM -0500","Archery: MEN+WOMEN - Individual: 1/32 & 1/16 eliminations Individual: 1/32 & 1/16 eliminations","","Lord's Cricket Ground, London"
CSVConvert21e88ab90e5cd86f815aba829d2957da,"31 July 2012 09:00:00 AM -0500","31 July 2012 11:40:00 AM -0500","Archery: MEN+WOMEN - Individual: 1/32 & 1/16 eliminations Individual: 1/32 & 1/16 eliminations","","Lord's Cricket Ground, London"
CSVConvert209c0776e2a283d3f41840593a0f2c70,"01 August 2012 09:30:00 AM -0500","01 August 2012 11:30:00 AM -0500","Weightlifting: WOMEN - 69kg: group A, victory ceremony","","ExCel, Docklands, London"
CSVConvert60bc51c4999c58a93a9fad88b9fb51b0,"03 August 2012 04:00:00 AM -0500","03 August 2012 08:00:00 AM -0500","Weightlifting: MEN - 85kg: group B. WOMEN - 75kg: group B","","ExCel, Docklands, London"
CSVConvert8ba942b604abf6383682465495f70250,"01 August 2012 04:00:00 AM -0500","01 August 2012 08:00:00 AM -0500","Weightlifting: MEN - 77kg: group B. WOMEN - 69kg: group B","","ExCel, Docklands, London"
CSVConvertc77fba94badd7a71a01173dffd867c6a,"01 August 2012 01:00:00 PM -0500","01 August 2012 03:00:00 PM -0500","Weightlifting: MEN - 77kg: group A, victory ceremony","","ExCel, Docklands, London"
CSVConvert8739b44d161b1d1906b47a03ce030e41,"01 August 2012 12:20:00 PM -0500","01 August 2012 03:00:00 PM -0500","Water Polo: WOMEN - Preliminaries (2 matches)","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvert7fd2abc562e8dfe19bf7a45493e95589,"01 August 2012 08:10:00 AM -0500","01 August 2012 10:50:00 AM -0500","Water Polo: WOMEN - Preliminaries (2 matches)","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvert4ec0118940c404a5f992c0fe182f81fa,"03 August 2012 08:10:00 AM -0500","03 August 2012 10:50:00 AM -0500","Water Polo: WOMEN - Preliminaries (2 matches)","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvertdeb67f80ade78b0c475cf176c8747069,"02 August 2012 08:10:00 AM -0500","02 August 2012 10:50:00 AM -0500","Water Polo: MEN - Preliminaries (2 matches)","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvertd79309ba3137227583ca404faf29793e,"02 August 2012 04:00:00 AM -0500","02 August 2012 06:40:00 AM -0500","Water Polo: MEN - Preliminaries (2 matches)","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvert4dfdd7b3ff2eee047a931015d5a23d23,"02 August 2012 12:20:00 PM -0500","02 August 2012 03:00:00 PM -0500","Water Polo: MEN - Preliminaries (2 matches)","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvertee2729e96c46c42045fc6617c8f666ff,"01 August 2012 08:45:00 AM -0500","01 August 2012 12:15:00 PM -0500","Volleyball: Women's preliminaries (2 matches)","","Earls Court, London"
CSVConvert85dbe91a03510c51d9c3638e5e323f67,"01 August 2012 02:00:00 PM -0500","01 August 2012 05:30:00 PM -0500","Volleyball: Women's preliminaries (2 matches)","","Earls Court, London"
CSVConvert2c604b6e1e38894ab6a0f2097ba187c7,"01 August 2012 03:30:00 AM -0500","01 August 2012 07:00:00 AM -0500","Volleyball: Women's preliminaries (2 matches)","","Earls Court, London"
CSVConvert2b232e0d24163c7ce47780b719ff1db8,"03 August 2012 03:30:00 AM -0500","03 August 2012 07:00:00 AM -0500","Volleyball: Women's preliminaries (2 matches)","","Earls Court, London"
CSVConvertc5d69250106e2703a985947bb08343fd,"02 August 2012 08:45:00 AM -0500","02 August 2012 12:15:00 PM -0500","Volleyball: Men's preliminaries (2 matches)","","Earls Court, London"
CSVConvert4dc579a9d17e74ad288fd38742f051a0,"02 August 2012 02:00:00 PM -0500","02 August 2012 05:30:00 PM -0500","Volleyball: Men's preliminaries (2 matches)","","Earls Court, London"
CSVConvert1cbd20b5cc1064bd1d8d5f7e8f41084b,"31 July 2012 02:00:00 PM -0500","31 July 2012 05:30:00 PM -0500","Volleyball: Men's preliminaries (2 matches)","","Earls Court, London"
CSVConvert1b52e29ea92171a3d27a9c136b749e49,"02 August 2012 03:30:00 AM -0500","02 August 2012 07:00:00 AM -0500","Volleyball: Men's preliminaries (2 matches)","","Earls Court, London"
CSVConvert759e410019f0609ffa0605a1f7c1ce6f,"03 August 2012 06:00:00 AM -0500","03 August 2012 02:00:00 PM -0500","Tennis:  Men & Women Singles: semi-finals. Mixed Doubles: semi-finals","","All England Club, Wimbledon, London"
CSVConvert76d465a90b7f065184ee532b784ea7ab,"01 August 2012 05:30:00 AM -0500","01 August 2012 02:00:00 PM -0500","Tennis:  Men & Women Singles: round 3. Mixed Doubles: round 1","","All England Club, Wimbledon, London"
CSVConvert2db2c7c22167ca844230ebe0e762e24d,"01 August 2012 06:00:00 AM -0500","01 August 2012 02:00:00 PM -0500","Tennis:  Men & Women Singles: round 3. Mixed Doubles: round 1","","All England Club, Wimbledon, London"
CSVConvertf6acae9e036b8c7e3d2cd650a343c1c4,"02 August 2012 06:00:00 AM -0500","02 August 2012 02:00:00 PM -0500","Tennis:  Men & Women Singles: quarter-finals.  Men & Women Doubles: semi-finals. Mixed Doubles: quarter-finals","","All England Club, Wimbledon, London"
CSVConvert2ddc61e7621c7b67c17ed921e3930b79,"02 August 2012 05:30:00 AM -0500","02 August 2012 02:00:00 PM -0500","Tennis:  Men & Women Singles: quarter-finals.  Men & Women Doubles: semi-finals. Mixed Doubles: quarter-finals","","All England Club, Wimbledon, London"
CSVConvert5d2f3628c80fbcf1c212d33df93fdebe,"03 August 2012 04:00:00 AM -0500","03 August 2012 07:00:00 AM -0500","Table Tennis: WOMEN - Team: round 1","","ExCel, Docklands, London"
CSVConvertd093be49110bc28c2c1566103994fe82,"01 August 2012 08:30:00 AM -0500","01 August 2012 10:30:00 AM -0500","Table Tennis: WOMEN - Singles: bronze medal match, gold medal match, victory ceremony","","ExCel, Docklands, London"
CSVConvert579370653c769c55447a877d41b6d499,"02 August 2012 08:30:00 AM -0500","02 August 2012 10:30:00 AM -0500","Table Tennis: MEN- Singles: bronze medal match, gold medal match, victory ceremony","","ExCel, Docklands, London"
CSVConvert094110781abb0ea35af665ba4ea94811,"02 August 2012 04:00:00 AM -0500","02 August 2012 06:00:00 AM -0500","Table Tennis: MEN -Singles: semi-finals","","ExCel, Docklands, London"
CSVConverteca59a5abcd4860c14bd4e96e1a590c4,"31 July 2012 02:00:00 PM -0500","31 July 2012 04:00:00 PM -0500","Table Tennis: MEN -Singles: quarter-finals","","ExCel, Docklands, London"
CSVConvert2aa62395c856b2a41cd90ff8d87c8ba9,"01 August 2012 04:00:00 AM -0500","01 August 2012 06:00:00 AM -0500","Table Tennis: MEN -Singles: quarter-finals","","ExCel, Docklands, London"
CSVConvert772de285e5cbc046ce5eb1f670a9ded3,"02 August 2012 01:30:00 PM -0500","02 August 2012 03:05:00 PM -0500","Swimming: MEN - 50m Freestyle: semi-finals. 100m Butterfly: semi-finals. WOMEN - 200m Backstroke: final, victory ceremony. 200m Individual Medley: final, victory ceremony. 200m Backstroke: semi-finals. 100m Freestyle: final, victory ceremony. 200m Breaststroke: final, victory ceremony","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvert6d19ea1cf81f405d5ed640cd1b7c2dc0,"02 August 2012 04:00:00 AM -0500","02 August 2012 06:10:00 AM -0500","Swimming: MEN - 50m Freestyle: heats.  100m Butterfly: heats. WOMEN - 200m Backstroke: heats.  800m Freestyle: heats","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvert9c19ea3e931887133edcb1b37b0a6b8c,"01 August 2012 01:30:00 PM -0500","01 August 2012 03:35:00 PM -0500","Swimming: MEN - 200m Backstroke: semi-finals. 200m Individual Medley: semi-finals. 100m Freestyle: final, victory ceremony. 200m Breaststroke: final, victory ceremony. WOMEN - 100m Freestyle: semi-finals. 200m Breaststroke: semi-finals. 200m Butterfly: final, victory ceremony. 4 x 200m Freestyle Relay: final, victory ceremony","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvert1fad25929aac1291781495f31f182a6c,"01 August 2012 04:00:00 AM -0500","01 August 2012 07:05:00 AM -0500","Swimming: MEN - 200m Backstroke: heats 200m. Individual Medley: heats. WOMEN - 100m Freestyle: heats.  200m Breaststroke: heats  4 x 200m. Freestyle Relay: heats","","Aquatics Centre, Olympic Park, Stratford, London"
